Date,Flight No.,"Type of
Flight","EU ETS
Annex I
exceptions",Aircraft Type,Reg No.,"Country of
dep.",Departure,"Airport of
dep.
(ICAO code)","Airport of
dep.
(IATA code)","Airport of dep
geog. boundaries","Country of
arrival",Arrival,"Airport of
arrival
(ICAO code)","Airport of
arrival
(IATA code)","Airport of arrival
geog. boundaries","Great circle
distance [km]","Payload
distance [km]",Block,"Remaining fuel
from previous
block on  [kg]","Fuel
uplift [kg]",Block Fuel [kg],Density [kg/L],"Fuel at
block-on [kg]",Fuel consumption [kg],PAX,"PAX
infant","PAX
child","PAX
male","PAX
female","Gross weight
of baggage [kg]","Gross weight
of freight [kg]",Payload [kg],kmT,emission CO2 [t CO2],emission ETS [t C02],emission Corsia [t C02]
01-16-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,0:59,1140,1060,2200,No,1540,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
01-16-2026,HFA851,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:03,1540,0,1540,No,870,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
01-16-2026,HFA852,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,0:55,870,1330,2200,No,1670,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
01-17-2026,HFA853,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,0:55,1670,-30,1640,No,1000,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
01-17-2026,HFA854,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:05,1000,1400,2400,No,1830,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-17-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,0:59,1830,0,1830,No,1130,700,0,0,0,0,,0,0,0,0,2.212,2.212,2.212
01-17-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1130,1070,2200,No,1530,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
01-18-2026,HFA801,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:55,1530,-30,1500,No,930,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-18-2026,HFA802,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:04,930,1170,2100,No,1530,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-18-2026,HFA803,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:58,1530,0,1530,No,940,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
01-18-2026,HFA804,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:55,940,1160,2100,No,1600,500,0,0,0,0,,0,0,0,0,1.58,1.58,1.58
01-18-2026,HFA805,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:53,1600,-10,1590,No,1020,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-18-2026,HFA806,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:52,1020,1180,2200,No,1740,460,0,0,0,0,,0,0,0,0,1.4536,1.4536,1.4536
01-18-2026,HFA807,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:55,1740,0,1740,No,1160,580,0,0,0,0,,0,0,0,0,1.8328,1.8328,1.8328
01-18-2026,HFA808,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:55,1160,1440,2600,No,2160,440,0,0,0,0,,0,0,0,0,1.3904,1.3904,1.3904
01-22-2026,HFA851,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:17,2160,-80,2080,No,1350,730,0,0,0,0,,0,0,0,0,2.3068,2.3068,2.3068
01-22-2026,HFA852,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:08,1350,950,2300,No,1760,540,0,0,0,0,,0,0,0,0,1.7064,1.7064,1.7064
01-22-2026,HFA805,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:54,1760,-20,1740,No,1210,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
01-22-2026,HFA806,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:05,1210,990,2200,No,1580,620,0,0,0,0,,0,0,0,0,1.9592,1.9592,1.9592
01-22-2026,HFA807,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:59,1580,0,1580,No,960,620,0,0,0,0,,0,0,0,0,1.9592,1.9592,1.9592
01-22-2026,HFA808,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:00,960,1540,2500,No,1940,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
01-23-2026,HFA801,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:58,1940,-30,1910,No,1310,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
01-23-2026,HFA802,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:53,1310,690,2000,No,1550,450,0,0,0,0,,0,0,0,0,1.422,1.422,1.422
01-23-2026,HFA803,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:55,1550,0,1550,No,930,620,0,0,0,0,,0,0,0,0,1.9592,1.9592,1.9592
01-23-2026,HFA804,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:52,930,1070,2000,No,1500,500,0,0,0,0,,0,0,0,0,1.58,1.58,1.58
01-24-2026,HFA853,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:06,1500,20,1520,No,810,710,0,0,0,0,,0,0,0,0,2.2436,2.2436,2.2436
01-24-2026,HFA854,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:06,810,1690,2500,No,1900,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
01-24-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,0:59,1900,0,1900,No,1250,650,0,0,0,0,,0,0,0,0,2.054,2.054,2.054
01-24-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1250,1250,2500,No,1780,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
01-25-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:03,1780,-30,1750,No,1070,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
01-25-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:03,1070,1430,2500,No,1820,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
01-25-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:01,1820,0,1820,No,1080,740,0,0,0,0,,0,0,0,0,2.3384,2.3384,2.3384
01-25-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:02,1080,1420,2500,No,1860,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
01-27-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:07,1860,-40,1820,No,1020,800,0,0,0,0,,0,0,0,0,2.528,2.528,2.528
01-27-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,0:55,1020,1080,2100,No,1480,620,0,0,0,0,,0,0,0,0,1.9592,1.9592,1.9592
01-27-2026,HFA803,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:51,1480,0,1480,No,870,610,0,0,0,0,,0,0,0,0,1.9276,1.9276,1.9276
01-27-2026,HFA804,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:56,870,1630,2500,No,1990,510,0,0,0,0,,0,0,0,0,1.6116,1.6116,1.6116
01-28-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:00,1990,-30,1960,No,1330,630,0,0,0,0,,0,0,0,0,1.9908,1.9908,1.9908
01-28-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:01,1330,1170,2500,No,1650,850,0,0,0,0,,0,0,0,0,2.686,2.686,2.686
01-28-2026,HFA851,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:04,1650,-10,1640,No,900,740,0,0,0,0,,0,0,0,0,2.3384,2.3384,2.3384
01-28-2026,HFA852,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,0:56,900,1300,2200,No,1680,520,0,0,0,0,,0,0,0,0,1.6432,1.6432,1.6432
01-29-2026,HFA851,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:06,1680,-40,1640,No,950,690,0,0,0,0,,0,0,0,0,2.1804,2.1804,2.1804
01-29-2026,HFA852,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:06,950,1150,2100,No,1560,540,0,0,0,0,,0,0,0,0,1.7064,1.7064,1.7064
01-29-2026,HFA807,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:59,1560,-10,1550,No,970,580,0,0,0,0,,0,0,0,0,1.8328,1.8328,1.8328
01-29-2026,HFA808,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:01,970,1430,2400,No,1920,480,0,0,0,0,,0,0,0,0,1.5168,1.5168,1.5168
01-30-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:08,1920,-50,1870,No,1170,700,0,0,0,0,,0,0,0,0,2.212,2.212,2.212
01-30-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:09,1170,1130,2300,No,1620,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
01-31-2026,HFA853,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,0:59,1620,50,1670,No,980,690,0,0,0,0,,0,0,0,0,2.1804,2.1804,2.1804
01-31-2026,HFA854,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:01,980,1420,2400,No,1830,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-31-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:01,1830,0,1830,No,1130,700,0,0,0,0,,0,0,0,0,2.212,2.212,2.212
01-31-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:05,1130,1470,2600,No,1970,630,0,0,0,0,,0,0,0,0,1.9908,1.9908,1.9908
02-01-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:03,1970,-40,1930,No,1270,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
02-01-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,0:57,1270,1230,2500,No,1900,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
02-01-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:05,1900,-10,1890,No,1140,750,0,0,0,0,,0,0,0,0,2.37,2.37,2.37
02-01-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:02,1140,1360,2500,No,1860,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
02-02-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:02,1860,-30,1830,No,1130,700,0,0,0,0,,0,0,0,0,2.212,2.212,2.212
02-02-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:06,1130,1170,2300,No,1640,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
02-02-2026,HFA807,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,1:15,1640,0,1640,No,980,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
02-02-2026,HFA808,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:56,980,1520,2500,No,1970,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
02-03-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,0:57,1970,-10,1960,No,1370,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
02-03-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:09,1370,930,2300,No,1660,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
02-03-2026,HFA803,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:57,1660,0,1660,No,1060,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
02-03-2026,HFA804,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:53,1060,1340,2400,No,1930,470,0,0,0,0,,0,0,0,0,1.4852,1.4852,1.4852
02-04-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:03,1930,-20,1910,No,1230,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
02-04-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1230,870,2100,No,1390,710,0,0,0,0,,0,0,0,0,2.2436,2.2436,2.2436
02-04-2026,HFA851,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:00,1390,-10,1380,No,720,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
02-04-2026,HFA852,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:04,720,1380,2100,No,1520,580,0,0,0,0,,0,0,0,0,1.8328,1.8328,1.8328
02-05-2026,HFA851,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:07,1520,-40,1480,No,810,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
02-05-2026,HFA852,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,0:59,810,1390,2200,No,1650,550,0,0,0,0,,0,0,0,0,1.738,1.738,1.738
02-05-2026,HFA807,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:54,1650,-10,1640,No,1080,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
02-05-2026,HFA808,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:54,1080,1220,2300,No,1800,500,0,0,0,0,,0,0,0,0,1.58,1.58,1.58
02-06-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,0:59,1800,-40,1760,No,1090,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
02-06-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:03,1090,1010,2100,No,1470,630,0,0,0,0,,0,0,0,0,1.9908,1.9908,1.9908
02-07-2026,HFA853,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:04,1470,10,1480,No,740,740,0,0,0,0,,0,0,0,0,2.3384,2.3384,2.3384
02-07-2026,HFA854,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:04,740,1660,2400,No,1830,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
02-07-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:04,1830,0,1830,No,1140,690,0,0,0,0,,0,0,0,0,2.1804,2.1804,2.1804
02-07-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1140,1160,2300,No,1640,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
02-08-2026,HFA851,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:04,1640,-20,1620,No,900,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
02-08-2026,HFA852,SCD,,AT76,4X-IHE,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,0:58,900,1200,2100,No,1570,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
02-08-2026,HFA805,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:57,1570,-10,1560,No,1000,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
02-08-2026,HFA806,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:55,1000,1100,2100,No,1640,460,0,0,0,0,,0,0,0,0,1.4536,1.4536,1.4536
02-08-2026,HFA807,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:57,1640,0,1640,No,1040,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
02-08-2026,HFA808,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:55,1040,1460,2500,No,2020,480,0,0,0,0,,0,0,0,0,1.5168,1.5168,1.5168
02-09-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:04,2020,-10,2010,No,1370,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
02-09-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:09,1370,830,2200,No,1520,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
02-09-2026,HFA807,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:51,1520,0,1520,No,940,580,0,0,0,0,,0,0,0,0,1.8328,1.8328,1.8328
02-09-2026,HFA808,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:02,940,1460,2400,No,1910,490,0,0,0,0,,0,0,0,0,1.5484,1.5484,1.5484
02-10-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:19,1910,190,2100,No,1390,710,0,0,0,0,,0,0,0,0,2.2436,2.2436,2.2436
02-10-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:06,1390,710,2100,No,1420,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
02-10-2026,HFA803,SCD,,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:59,1420,0,1420,No,780,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
02-10-2026,HFA804,SCD,,AT76,4X-IHE,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:57,780,1520,2300,No,1780,520,0,0,0,0,,0,0,0,0,1.6432,1.6432,1.6432
02-11-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHE,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:07,1780,-30,1750,No,1000,750,0,0,0,0,,0,0,0,0,2.37,2.37,2.37
