"flightid","releasestatus","filing_status","departure","destination","scheduled_time_of_departure","aircraft_registration","callsign","alternate","flight_rule","atc_type_of_flight","dispatcher_notes","item18_remarks","route_to_destination","route_altitude_fl","load_people","load_cargo_kg","log_time_off","log_time_on","log_flight_duration","log_block_duration","perf_flight_fuel","perf_taxi_fuel","perf_fuel_to_destination","perf_landing_fuel","perf_alternate_fuel","perf_reserve_fuel","perf_extra_fuel","perf_contingency_fuel","perf_total_fuel","perf_max_total_fuel","perf_co2_emission","perf_taxi_time_min","perf_time_to_dest_min","perf_total_time_min","perf_departure_time_utc","perf_estimated_arrival_utc","dist_destination_nm","dist_gcd_destination_nm","dist_alternate_nm","weight_ramp","weight_takeoff","weight_max_takeoff","weight_zero_fuel","weight_landing","weather_avg_wind_comp","weather_avg_wind_dir","weather_avg_wind_vel","weather_avg_isa_dev","is_etops_enabled"
"c9bd93e3b5de44a8b54ca5cd8e3324fb","NotReleased","None","LCLK","LBSF","2026-03-06T11:15:00Z","4XIHB",,,"IFR","G",,,"KOTEL","150","2","0.0",,,,,"2317.0","80.0","2237.0","440.0","110.0","219.0","0.0","112.0","2757.0","5000.0","7321.0","0.0","167.0","228.0","2026-03-06T11:15:00Z","2026-03-06T14:02:14.6646059Z","729.18","669.47","0.0","16295.0","16215.0","23000.0","13538.0","13978.0","-14.0","275.7","18.52","-1.6","false"
"41f462e6cf284e9181f2c949d561396d","Success","Filed","LCLK","LGAV","2026-03-06T11:00:00Z","4XIHB","HFA110A","LGMK","IFR","S","EXTREA FUEL PER COMPNAY POLICY-REDUCED TO 80KG (PER LIOR)
DIS. BY AYELET W.",,"PHA1W PHA M31 GENOS TOSKA M978 VAXOS N128 RDS L995 VARIX VARIX1Q","160","2","500.0","2026-03-06T11:26:45Z","2026-03-06T13:39:31Z","2.2127777777777777","2.4883333333333333","1876.0","80.0","1796.0","821.0","421.0","230.0","80.0","90.0","2697.0","5000.0","5930.0","0.0","138.0","213.0","2026-03-06T11:00:00Z","2026-03-06T13:17:40.3997241Z","570.64","503.3","112.42","16508.0","16428.0","23000.0","13811.0","14632.0","-23.0","315.28","22.85","0.72","false"
"8885d9c3a47e4810bd9fbe4f19099ffd","Success","Filed","LCLK","LGAV","2026-03-06T09:00:00Z","4XIHE","HFA108A","LGMK","IFR","S","EXTRA FUEL IS PER COMPNAY POLICY
DIS. BY AYELET W.",,"PHA1W PHA M31 GENOS TOSKA M978 VAXOS N128 RDS L995 VARIX VARIX1Q","160","2","700.0","2026-03-06T09:25:05Z","2026-03-06T11:33:06Z","2.133611111111111","2.475","1729.0","80.0","1649.0","820.0","406.0","232.0","100.0","82.0","2549.0","5000.0","5465.0","0.0","139.0","216.0","2026-03-06T09:00:00Z","2026-03-06T11:18:59.431665Z","570.64","503.3","112.42","16574.0","16494.0","23000.0","14025.0","14845.0","-25.0","312.6","24.22","0.61","false"
"ca25baac07cc4a47ba3b5e8a77e815e4","Success","Filed","LLBG","LCLK","2026-03-05T15:25:00Z","4XIHE","HFA103","LCPH","IFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.","RTECOORATC LCCC","SUVAS DCT STEPA DCT APLON A28 BETID","160","3","700.0","2026-03-05T16:12:48Z","2026-03-05T17:15:21Z","1.0425","1.3227777777777778","929.0","80.0","849.0","690.0","315.0","232.0","100.0","42.0","1619.0","5000.0","2936.0","0.0","72.0","136.0","2026-03-05T15:25:00Z","2026-03-05T16:37:01.4169716Z","299.85","183.03","73.5","15644.0","15564.0","23000.0","14025.0","14715.0","-8.0","302.48","18.9","1.7","false"
"1355c4b7243641c49127b032148ebe39","Success","Filed","LLBG","LCLK","2026-03-05T14:25:00Z","4XIHC","HFA101","LCPH","IFR","G","1. EXTRA FUEL IS DUE EST FUE ON BOARD.
2/EXTRA FUEL POLICY WAS OVERRIDDEN BY LIOR YAVOR.
DISP-EREZ Y.","RTECOORATC LCCC","SUVAS STEPA APLON A28 BETID","160","4","700.0","2026-03-05T15:50:40Z","2026-03-05T16:55:02Z","1.0727777777777778","1.53","950.0","80.0","870.0","697.0","321.0","233.0","100.0","44.0","1647.0","5000.0","3002.0","0.0","72.0","136.0","2026-03-05T14:25:00Z","2026-03-05T15:37:04.4575967Z","299.85","183.03","73.5","15847.0","15767.0","23000.0","14200.0","14897.0","-8.0","301.59","18.41","1.7","false"
"38eae647f5394118b67a9ba305a74076","Success","Filed","LCLK","LLBG","2026-03-05T13:45:00Z","4XIHE","HFA104","LCLK","IFR","S","**NEW OFP DUE DROP OF ZFW BY MORE THE 800 KG
1. DISP EREZ Y.
2. EXTRA FUEL PLANNED FOR THE NEXT LEG.","RTECOORATC LCCC","EMEDA2B EMEDA DCT ANANE DCT IDAKU DCT PIKOG L609 ZUKKO","130","2","0.0","2026-03-05T11:27:52Z","2026-03-05T15:26:21Z","3.9747222222222223","1.2980555555555555","863.0","80.0","783.0","1637.0","950.0","278.0","363.0","46.0","2500.0","5000.0","2727.0","0.0","62.0","198.0","2026-03-05T13:45:00Z","2026-03-05T14:47:14.5552237Z","264.72","183.03","299.85","21494.0","21414.0","23000.0","18994.0","20631.0","7.0","304.82","12.32","2.19","false"
"60455fdc720546a2a3a8f7f4d8daab26","Success","Filed","LCLK","LLBG","2026-03-05T12:45:00Z","4XIHC","HFA102","LCLK","IFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. EXTRA FUEL PLANNED FOR THE NEXT LEG.","RTECOORATC LCCC","EMEDA2B EMEDA M67 ANANE DCT IDAKU DCT PIKOG L609 ZUKKO","130","2","7000.0","2026-03-05T13:22:34Z","2026-03-05T14:20:01Z","0.9575","1.2302777777777778","894.0","80.0","814.0","1606.0","986.0","293.0","278.0","49.0","2500.0","5000.0","2826.0","0.0","63.0","193.0","2026-03-05T12:45:00Z","2026-03-05T13:47:55.7023105Z","264.72","183.03","299.85","23000.0","22920.0","23000.0","20500.0","22106.0","7.0","307.76","12.44","2.28","false"
"9f12e41e0dad4d44adf26921a65ffb29","NotReleased","None","LLBG","LCLK","2026-03-04T14:30:00Z","4XIHC","HFA101","LCPH","IFR","G",,,"SUVAS DCT STEPA DCT APLON A28 BETID","140","0","500.0",,,,,"1007.0","80.0","927.0","643.0","323.0","231.0","42.0","46.0","1650.0","5000.0","3183.0","0.0","73.0","133.0","2026-03-04T14:30:00Z","2026-03-04T15:43:21.480904Z","299.85","183.03","73.5","15650.0","15570.0","23000.0","14000.0","14643.0","-17.0","334.87","23.67","2.13","false"
"3518055f2cf74142aec9442ab457d700","NotReleased","None","LCLK","LLHA","2026-03-01T13:50:00Z","4XIHA","HFA999","LCLK","YFR","G",,"DISPATCH +972502126365, PASSENGERS FLIGHT","EMEDA2B EMEDA B17 MERVA P68 GALIM VFR","130","0","0.0",,,,,"572.0","80.0","492.0","1628.0","550.0","233.0","807.0","39.0","2200.0","5000.0","1807.0","0.0","39.0","179.0","2026-03-01T13:50:00Z","2026-03-01T14:28:41.1671923Z","162.11","142.64","159.41","15405.0","15325.0","23000.0","13205.0","14833.0","6.0","266.74","19.79","2.19","false"
"53698507145342e8a63363317283d278","Success","Filed","LLHA","LCLK","2026-02-28T09:10:00Z","4XIHE","HFA501","LCPH","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT.
T/O DATA - RWY 15,TEMP 14C,WIND 0,Q1018,PACKS OFF....RTOW 22747.
DISP-EREZ Y.",,"N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0283A140 N131 EMEDA EMEDA1A","50","2","500.0","2026-02-28T09:09:19Z","2026-02-28T09:55:59Z","0.7777777777777778","0.8947222222222222","620.0","50.0","570.0","980.0","318.0","232.0","391.0","39.0","1600.0","5000.0","1961.0","0.0","45.0","131.0","2026-02-28T09:10:00Z","2026-02-28T09:54:53.7081758Z","179.36","142.64","73.5","15425.0","15375.0","23000.0","13825.0","14805.0","-7.0","336.39","8.23","-3.18","false"
"0130bb47ab6e49859bc9342d4da9602d","Success","Filed","LLHA","LCLK","2026-02-28T09:05:00Z","4XIHD","HFA401","LCPH","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT.
T/O DATA - RWY 15,TEMP 14C,WIND 0,Q1018,PACKS OFF....RTOW 22747.
DISP-EREZ Y.","DISPATCH +972502126365","N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0283A140 N131 EMEDA EMEDA1A","50","2","500.0",,,,,"614.0","50.0","564.0","1126.0","315.0","233.0","540.0","39.0","1740.0","5000.0","1941.0","0.0","45.0","144.0","2026-02-28T09:05:00Z","2026-02-28T09:49:54.0069384Z","179.36","142.64","73.5","15465.0","15415.0","23000.0","13725.0","14851.0","-7.0","336.3","8.24","-3.19","false"
"35db99f2e4fe4f28bd6267bf20c3b9d3","Success","Filed","LLHA","LCLK","2026-02-28T08:50:00Z","4XIHC","HFA301","LCPH","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT.
T/O DATA - RWY 15,TEMP 14C,WIND 0,Q1018,PACKS OFF....RTOW 22747.
DISP-EREZ Y.",,"N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0283A140 N131 EMEDA EMEDA1A","50","2","500.0","2026-02-28T09:13:28Z","2026-02-28T09:57:06Z","0.7272222222222222","0.9652777777777778","634.0","50.0","584.0","956.0","323.0","234.0","361.0","39.0","1590.0","5000.0","2002.0","0.0","45.0","128.0","2026-02-28T08:50:00Z","2026-02-28T09:34:54.6214432Z","179.36","142.64","73.5","15590.0","15540.0","23000.0","14000.0","14956.0","-7.0","335.7","8.32","-3.21","false"
"9bcd3ece01d74bb89cbe544f441d3712","Success","Filed","LLHA","LCLK","2026-02-28T08:45:00Z","4XIHB","HFA201","LCPH","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT.
T/O DATA - RWY 15,TEMP 14C,WIND 0,Q1018,PACKS OFF....RTOW 22747.
DISP-EREZ Y.",,"N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0279A140 N131 EMEDA EMEDA1A","50","2","500.0",,,,,"695.0","50.0","645.0","835.0","332.0","231.0","233.0","39.0","1530.0","5000.0","2196.0","0.0","45.0","117.0","2026-02-28T08:45:00Z","2026-02-28T09:29:53.2069591Z","179.36","142.64","73.5","15341.0","15291.0","23000.0","13811.0","14646.0","-7.0","335.27","8.36","-3.22","false"
"c65b9697955646d68fe017e0dbbc8b47","NotReleased","None","LLHA","LCLK","2026-02-27T14:00:00Z","4XIHC","HFA999","LCPH","ZFR","G",,,"GALIM P68 MERVA N131 EMEDA EMEDA1A","180","0","0.0",,,,,"599.0","50.0","549.0","692.0","326.0","228.0","100.0","38.0","1291.0","5000.0","1893.0","0.0","46.0","110.0","2026-02-27T14:00:00Z","2026-02-27T14:45:35.8528353Z","179.36","142.64","73.5","14791.0","14741.0","23000.0","13500.0","14192.0","-9.0","267.89","30.12","1.06","false"
"8d1116ae793c4b7280c170be5acf53ce","Success","Filed","LCLK","LLHA","2026-02-27T11:10:00Z","4XIHC","HFA804","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLIGHT
DIS. BY AYELET W.",,"N0276F130 EMEDA2B EMEDA B17 MERVA P68 GALIM/N0276A050 VFR","130","2","4000.0","2026-02-27T11:09:00Z","2026-02-27T11:46:39Z","0.6275","0.7733333333333333","577.0","80.0","497.0","1523.0","250.0","264.0","964.0","44.0","2100.0","5000.0","1824.0","0.0","36.0","160.0","2026-02-27T11:10:00Z","2026-02-27T11:46:24.085529Z","162.11","142.64","54.99","19600.0","19520.0","23000.0","17500.0","19023.0","25.0","306.28","37.85","-4.67","false"
"9caaee0da6e642298783b5659c5170d0","Success","Filed","LBSF","LLHA","2026-02-27T10:25:00Z","4XIHD","HFA952","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLIGHT
DIS. BY AYELET W.","DISPATCH +972502126365, PASSENGERS FLIGHT","OMENO3S OMENO Y505 NIKTI N127 LMO L618 MES N139 LURUS L995 ULFIT M978 TOSKA M67 MAROS L609 APLON P68 MERVA/F190 P68 GALIM/N0275A050 VFR","210","2","3500.0","2026-02-27T10:47:45Z","2026-02-27T13:50:44Z","3.049722222222222","3.3230555555555554","1879.0","80.0","1799.0","1521.0","240.0","258.0","934.0","90.0","3400.0","5000.0","5936.0","0.0","174.0","325.0","2026-02-27T10:25:00Z","2026-02-27T13:19:14.2200336Z","885.82","809.32","54.99","20125.0","20045.0","23000.0","16725.0","18246.0","42.0","333.31","43.6","0.39","false"
"4cf9c8ca57c04274b1934ff1a3d72eda","Success","Filed","LLHA","LCLK","2026-02-27T09:30:00Z","4XIHC","HFA803","LCPH","ZFR","S","EXTRA FUEL IS PER COMPANY POLICY
T/O DATA: RWY 33. DRY. 330/06K 1016Q AC-OFF.    RTOW-22685KG
DIS. BY AYELET W",,"N0229A050 GALIM/N0229A050 IFR P68 MERVA/N0259A140 N131 EMEDA EMEDA1A","50","2","6100.0","2026-02-27T09:20:23Z","2026-02-27T10:08:54Z","0.8086111111111111","0.9486111111111111","717.0","50.0","667.0","783.0","342.0","276.0","118.0","46.0","1500.0","5000.0","2266.0","0.0","51.0","115.0","2026-02-27T09:30:00Z","2026-02-27T10:20:44.4551128Z","179.36","142.64","73.5","21100.0","21050.0","23000.0","19600.0","20383.0","-29.0","306.72","36.19","-4.56","false"
"5ed5438bf65d4db798adfd53efd2cdf8","Success","Filed","LGAV","LLHA","2026-02-27T09:25:00Z","4XIHB","HFA702","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT LEG
DIS. BY AYELET  W.",,"KEA1E KEA L995 RDS L609 APLON P68 GALIM/N0271A050 VFR","190","2","6200.0","2026-02-27T09:40:12Z","2026-02-27T11:59:04Z","2.3144444444444443","2.4983333333333335","1702.0","80.0","1622.0","1398.0","264.0","281.0","772.0","81.0","3100.0","5000.0","5379.0","0.0","133.0","254.0","2026-02-27T09:25:00Z","2026-02-27T11:38:21.8025778Z","656.69","624.6","54.99","22611.0","22531.0","23000.0","19511.0","20909.0","40.0","326.65","49.26","0.98","false"
"72eebd2d524b44aaa8d1bee810b05f64","Success","Filed","LLER","LLHA","2026-02-27T08:50:00Z","4XIHE","HFA602","LLBG","YFR","S","OFP REV 01 DUE TO CHG IN ZFW
EXTRA FUEL IS FOR THE NEXT LEG
DIS. BY AYELET W.",,"NURIT2H NURIT J10 TOMAL/N0276F080 J10 NAT/N0277F040 J15 ATLIT VFR HOTRM DAROM GALIM","120","2","0.0","2026-02-27T08:40:38Z","2026-02-27T09:39:24Z","0.9794444444444445","1.1852777777777779","742.0","80.0","662.0","1558.0","251.0","271.0","991.0","45.0","2300.0","5000.0","2344.0","0.0","52.0","193.0","2026-02-27T08:50:00Z","2026-02-27T09:42:12.4866226Z","202.63","184.55","54.99","20479.0","20399.0","23000.0","18179.0","19737.0","-11.0","297.91","29.0","-0.21","false"
"70dad08904224b30a9964dee98e94c16","Success","Filed","LCLK","LLHA","2026-02-27T07:40:00Z","4XIHC","HFA802","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT LEG
DIS. BY AYELET W.",,"N0276F130 EMEDA2B EMEDA B17 MERVA P68 GALIM/N0276A050 VFR","130","2","2900.0","2026-02-27T07:54:56Z","2026-02-27T08:29:43Z","0.5797222222222222","0.8538888888888889","563.0","80.0","483.0","1537.0","249.0","255.0","989.0","43.0","2100.0","5000.0","1780.0","0.0","36.0","161.0","2026-02-27T07:40:00Z","2026-02-27T08:15:52.4031321Z","162.11","142.64","54.99","18500.0","18420.0","23000.0","16400.0","17937.0","30.0","314.74","42.27","-4.38","false"
"5a7bc8b25a024be1ba526c7ba15fab45","Success","Filed","LLHA","LLER","2026-02-27T07:00:00Z","4XIHE","HFA601","LLBG","ZFR","S","AC IS FUELED WITH 1900KG FROM PREV. FLIGHT
T/O DATA:RWY 33. DRY. 320/06K AC- OFF. 1014Q   RTOW-22607KG
DIS. BY AYELET W.",,"GALIM/N0234A050 IFR Q28 ATLIT J15 NAT/N0276A090 J10 SIVAK/N0275A130 J10 NURIT NURIT1D","50","2","4000.0","2026-02-27T07:03:24Z","2026-02-27T07:51:20Z","0.7988888888888889","0.9883333333333333","751.0","50.0","701.0","1149.0","584.0","259.0","263.0","43.0","1900.0","5000.0","2372.0","0.0","55.0","154.0","2026-02-27T07:00:00Z","2026-02-27T07:55:07.4190253Z","230.38","184.55","155.72","19225.0","19175.0","23000.0","17325.0","18474.0","7.0","294.94","33.76","0.82","false"
"ba3805ff71114d44ac4ed732ec7dc72c","Success","Filed","LLHA","LCLK","2026-02-27T06:00:00Z","4XIHC","HFA801","LCPH","ZFR","S","AC IS FUELED WITH 1500KG FROM PREV. FLIGHT
T/O DATA: RWY 33. DRY. 16C 320/06K  Q1014  AC-OFF   RTOW-22607KG
DIS BY AYELET W.",,"N0229A050 GALIM/N0229A050 IFR P68 MERVA/N0259A140 N131 EMEDA EMEDA1A","50","2","3600.0","2026-02-27T06:03:40Z","2026-02-27T06:53:46Z","0.835","0.9394444444444444","713.0","50.0","663.0","787.0","343.0","255.0","147.0","43.0","1500.0","5000.0","2252.0","0.0","51.0","118.0","2026-02-27T06:00:00Z","2026-02-27T06:50:58.4561067Z","179.36","142.64","73.5","18600.0","18550.0","23000.0","17100.0","17887.0","-33.0","314.86","41.29","-4.24","false"
"366c0ba43a6d4f52a62ee6fbe0eaa87b","Success","Filed","LLHA","LGAV","2026-02-27T05:45:00Z","4XIHB","HFA701","LGIR","ZFR","S","EXTRA FUEL IS PER COMPANY POLICY
DIS AT FL120 DUE TO FLIGHT TIME
T/O DATA/; RWY 33. DRY. 16C 320/06K AC-OFF   RTOW-22607K
DIS BY AYELET W.",,"GALIM/N0234A050 IFR P68 MERVA/N0280A120 P68 APLON L609 RDS L995 VARIX VARIX1Q","50","2","3900.0","2026-02-27T05:56:40Z","2026-02-27T08:45:19Z","2.8108333333333335","3.0172222222222222","2402.0","50.0","2352.0","1033.0","558.0","257.0","100.0","118.0","3435.0","5000.0","7591.0","0.0","165.0","256.0","2026-02-27T05:45:00Z","2026-02-27T08:30:06.5136225Z","662.64","624.6","176.85","20646.0","20596.0","23000.0","17211.0","18244.0","-27.0","343.75","33.75","-1.48","false"
"34e44018345340c78e9e75ab472ede79","Success","Filed","LLHA","LBSF","2026-02-27T05:40:00Z","4XIHD","HFA951","LBPD","ZFR","S","OPF REV01 DUE TO CHG IN ZFW
EXTRA FUEL IS  PER COMPANY POLICY +ENRTE WX
T/O DATA: RWY 33. DRY. 320/06K. Q1014. 16C AC-OFF   RTOW-22607KG
DIS BY AYELET W.","DISPATCH +972502126365, PASSENGERS FLIGHT","GALIM/N0233A050 IFR P68 MERVA/N0274A140 P68 APLON L609 MAROS M67 TOSKA M978 VAXOS N128 OKESA RIKSO N128 PEREN L863 EVIVI Y94 VANET VANET5H","50","2","5400.0","2026-02-27T05:50:59Z","2026-02-27T09:42:30Z","3.858611111111111","3.9766666666666666","2969.0","50.0","2919.0","1031.0","389.0","265.0","231.0","146.0","4000.0","5000.0","9381.0","0.0","239.0","331.0","2026-02-27T05:40:00Z","2026-02-27T09:39:08.1650878Z","924.53","809.32","102.22","22625.0","22575.0","23000.0","18625.0","19656.0","-37.0","342.06","37.34","0.02","false"
"3a46847a776d444e979ff55bfdc30147","Success","Filed","LCLK","LLHA","2026-02-26T17:15:00Z","4XIHE","HFA808","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLT(ETM).
DISP-EREZ Y.",,"EMEDA2B EMEDA B17 MERVA P68 GALIM/F050 VFR","130","2","4600.0","2026-02-26T17:35:50Z","2026-02-26T18:16:32Z","0.6783333333333333","0.9119444444444444","561.0","80.0","481.0","1839.0","255.0","271.0","1268.0","45.0","2400.0","5000.0","1772.0","0.0","36.0","188.0","2026-02-26T17:15:00Z","2026-02-26T17:50:59.1745089Z","162.11","142.64","54.99","20325.0","20245.0","23000.0","17925.0","19764.0","30.0","299.06","46.15","-3.22","false"
"dbbd810d2ae24425b2b6dffb9b1be4f6","Success","Filed","LLHA","LCLK","2026-02-26T15:50:00Z","4XIHE","HFA807","LCPH","ZFR","S","1.F/L 100 DUE STRONG H/W ON F/L 140.
2.EXTRA FUEL IS FROM THE PREVIOUS FLT.
3.T/O DATA-RWY 33,TEMP 18C,WIND 290/06,Q1013,PACKS OFF,....RTOW 22436 KG.
DISP-EREZ Y.",,"N0236A050 GALIM/N0235A050 IFR P68 MERVA/N0276A100 N131 EMEDA EMEDA1A","50","2","6400.0","2026-02-26T15:56:49Z","2026-02-26T16:45:27Z","0.8105555555555556","0.9844444444444445","702.0","50.0","652.0","938.0","346.0","279.0","267.0","46.0","1640.0","5000.0","2217.0","0.0","49.0","125.0","2026-02-26T15:50:00Z","2026-02-26T16:39:06.397272Z","179.36","142.64","73.5","21365.0","21315.0","23000.0","19725.0","20663.0","-20.0","295.73","29.6","-4.94","false"
"a3645febde2740e6993305ba5c35a852","Success","Filed","LGAV","LLHA","2026-02-26T15:25:00Z","4XIHD","HFA704","LLBG","YFR","S","1.F/L 150  NILAS-ALKIS DUE EUROCONTROL LIMITATION,OPT F/L MIGHT BE APPROVED BY ATC UPON REQ.
2.EXTRA FUEL IS FOR THE NEXT FLT.
DISP-EREZ Y.","DISPATCH +972502126365","KEA1E KEA L995 RDS L609 NILAS/F150 L609 ALKIS/N0268F190 L609 APLON P68 GALIM/N0269A050 VFR","190","2","6000.0","2026-02-26T15:47:29Z","2026-02-26T17:57:48Z","2.1719444444444442","2.44","1508.0","80.0","1428.0","1692.0","256.0","281.0","1083.0","71.0","3200.0","5000.0","4767.0","0.0","128.0","285.0","2026-02-26T15:25:00Z","2026-02-26T17:32:33.2042891Z","656.69","624.6","54.99","22425.0","22345.0","23000.0","19225.0","20917.0","55.0","316.54","63.69","2.62","false"
"1c52575a97f94b549f58aedfeddeab45","Success","Filed","LLER","LLHA","2026-02-26T14:40:00Z","4XIHB","HFA606","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLT.
DISP-EREZ Y.",,"N0267F120 NURIT2H NURIT J10 TOMAL/N0272F080 J10 NAT/N0224F040 J15 ATLIT/N0225F040 VFR 3245N03456E DCT 3248N03457E DCT GALIM","120","2","6700.0","2026-02-26T14:39:02Z","2026-02-26T15:36:18Z","0.9544444444444444","1.0633333333333332","816.0","80.0","736.0","1784.0","274.0","290.0","1171.0","48.0","2600.0","5000.0","2579.0","0.0","52.0","201.0","2026-02-26T14:40:00Z","2026-02-26T15:32:20.002644Z","202.56","184.55","54.99","22611.0","22531.0","23000.0","20011.0","21795.0","-7.0","278.04","37.09","3.08","false"
"b727cf6136d44e9ba770e2e0cf6da534","Success","Filed","LLHA","LLER","2026-02-26T12:50:00Z","4XIHB","HFA605","LLBG","ZFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. LLHA-RWY 33 RTOW 22402KG. SPS DATA: 280/06KTS, DRY, 18C DEG, QNH 1014, Air Cond. OFF.
3. EXTRA FUEL PLANNED AS PER COMPANY POLICY.",,"N0235A050 GALIM/N0235A050 IFR Q28 ATLIT J15 NAT/N0275A090 J10 SIVAK/N0273A130 J10 NURIT NURIT1D","50","2","3300.0","2026-02-26T12:44:12Z","2026-02-26T13:39:41Z","0.9247222222222222","1.0455555555555556","844.0","50.0","794.0","980.0","587.0","252.0","100.0","42.0","1824.0","5000.0","2665.0","0.0","56.0","140.0","2026-02-26T12:50:00Z","2026-02-26T13:46:27.1797362Z","230.38","184.55","155.72","18435.0","18385.0","23000.0","16611.0","17592.0","0.0","275.94","35.59","3.61","false"
"6c7973f68e6448bb882e229dbd814f59","Success","Filed","LLER","LLHA","2026-02-26T12:35:00Z","4XIHC","HFA604","LLBG","YFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. EXTRA FUEL TO COVER THE NEXT LEG.",,"N0268F120 NURIT2H NURIT J10 TOMAL/N0273F080 J10 NAT/N0224F040 J15 ATLIT/N0225F040 VFR HOTRM DAROM GALIM","120","2","6900.0","2026-02-26T12:40:35Z","2026-02-26T13:35:43Z","0.9188888888888889","1.1202777777777777","747.0","80.0","667.0","1453.0","269.0","291.0","844.0","48.0","2200.0","5000.0","2361.0","0.0","52.0","177.0","2026-02-26T12:35:00Z","2026-02-26T13:27:00.9240239Z","202.63","184.55","54.99","22600.0","22520.0","23000.0","20400.0","21853.0","-5.0","275.75","35.29","3.53","false"
"c27555dd522041458fabc693b6724cbe","Success","Filed","LLHA","LGAV","2026-02-26T11:45:00Z","4XIHD","HFA703","LGIR","ZFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. LLHA-RWY 33 RTOW 22416KG. SPS DATA: 280/06KTS, DRY, 18C DEG, QNH 1015, Air Cond. OFF.
3. A/C IS FUELED AS PER COMPANY POLICY.
4. DISPATCHED AT FL100 DUE TO STRONG H-WINDS.","DISPATCH +972502126365","N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0272A100 P68 APLON L609 RDS L995 VARIX VARIX1Q","50","2","4100.0","2026-02-26T11:46:54Z","2026-02-26T14:46:10Z","2.9877777777777776","3.1780555555555554","2275.0","50.0","2225.0","998.0","529.0","258.0","100.0","111.0","3273.0","5000.0","7188.0","0.0","167.0","258.0","2026-02-26T11:45:00Z","2026-02-26T14:32:01.2071423Z","662.64","624.6","176.85","20598.0","20548.0","23000.0","17325.0","18323.0","-29.0","330.35","31.99","-2.82","false"
"784b81f4a5ad4ad89aadba58b17bc868","Success","Filed","LCLK","LLHA","2026-02-26T11:10:00Z","4XIHE","HFA804","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT LEG
DIS. BY AYELET W.",,"N0276F130 EMEDA2B EMEDA B17 MERVA P68 GALIM/N0276A050 VFR","130","2","3400.0","2026-02-26T11:11:51Z","2026-02-26T11:52:05Z","0.6705555555555556","0.8686111111111111","558.0","80.0","478.0","1542.0","254.0","258.0","987.0","43.0","2100.0","5000.0","1763.0","0.0","37.0","168.0","2026-02-26T11:10:00Z","2026-02-26T11:46:56.9951115Z","162.11","142.64","54.99","18825.0","18745.0","23000.0","16725.0","18267.0","24.0","279.7","54.48","-0.04","false"
"5005897d1d2f43f6bb5a76283663aa0e","Success","Filed","LLHA","LLER","2026-02-26T10:45:00Z","4XIHC","HFA603","LLBG","ZFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. LLHA-RWY 33 RTOW 22476KG. SPS DATA: 280/08KTS, DRY, 18C DEG, QNH 1015, Air Cond. OFF.
3. EXTRA FUEL PLANNED AS PER COMPANY POLICY.",,"N0235A050 GALIM/N0235A050 IFR Q28 ATLIT J15 NAT/N0275A090 J10 SIVAK/N0273A130 J10 NURIT NURIT1D","50","2","2400.0","2026-02-26T10:40:03Z","2026-02-26T11:33:48Z","0.8958333333333334","0.9505555555555556","771.0","50.0","721.0","950.0","562.0","246.0","100.0","41.0","1721.0","5000.0","2437.0","0.0","56.0","139.0","2026-02-26T10:45:00Z","2026-02-26T11:40:55.0763763Z","230.38","184.55","155.72","17621.0","17571.0","23000.0","15900.0","16850.0","0.0","274.55","34.26","3.71","false"
